이름,위도,경도,시도명,시군구명,읍면동명,리명,번지,도로명,도로명상세,주차가능여부,숙박업분류,카테고리명,10대,20대,30대,40대,50대,60+대,숙박유형
듀코,35.12802461,129.0080454,부산광역시,서구,서대신동3가,,,엄광산로,20,N,,숙박/휴양,0,0,0,0,0,0,기타
템플스테이생활관,35.12655044,129.0120484,부산광역시,서구,서대신동3가,,1,엄광산로40번길,80,Y,,숙박/휴양,0,0,0,0,0,0,기타
남경여관,35.10173309,129.0184527,부산광역시,서구,아미동2가,,4,구덕로185번길,22-21,N,,숙박/휴양,190,453,357,258,247,151,모텔
정,35.10153146,129.0172452,부산광역시,서구,아미동2가,,26-26,까치고개로197번길,33-26,,,숙박/휴양,0,0,0,0,0,0,기타
아바호텔,35.07766697,129.0228318,부산광역시,서구,암남동,,171-33,,,,,숙박/휴양,282,366,355,378,324,274,호텔
삼영모텔,35.07411738,129.0156845,부산광역시,서구,암남동,,583-5,송도해변로,57,,,숙박/휴양,268,427,417,373,273,97,모텔
투헤븐호텔,35.0782926,129.0223655,부산광역시,서구,암남동,,171-7,송도해변로,191-1,Y,,숙박/휴양,217,419,378,483,308,160,호텔
99.9호텔,35.07943772,129.0220522,부산광역시,서구,암남동,,34090,송도해변로,205,Y,,숙박/휴양,174,374,305,450,249,43,호텔
풍전장모텔,35.07806411,129.0208296,부산광역시,서구,암남동,,190-3,송도해변로,127,,,숙박/휴양,81,460,357,256,194,75,모텔
S모텔,35.07810729,129.0203842,부산광역시,서구,암남동,,229-9,송도해변로,123,,,숙박/휴양,191,354,316,296,235,57,모텔
마리나호텔,35.07750957,129.0214864,부산광역시,서구,암남동,,135,송도해변로,135,Y,,숙박/휴양,169,331,208,480,202,155,호텔
모아모텔,35.07696014,129.0174843,부산광역시,서구,암남동,,235,송도해변로,93,Y,,숙박/휴양,158,450,401,369,245,125,모텔
페어필드바이메리어트,35.07768112,129.0192239,부산광역시,서구,암남동,,230,송도해변로,113,Y,,숙박/휴양,59,409,125,492,114,40,호텔
베스트웨스턴플러스 부산송도호텔,35.07720798,129.0178244,부산광역시,서구,암남동,,234,송도해변로,97,Y,,숙박/휴양,235,407,341,409,319,42,호텔
호텔아비숑,35.07819076,129.0223909,부산광역시,서구,암남동,,171-30,송도해변로,191,Y,,숙박/휴양,125,342,191,349,149,69,호텔
송도아바모텔 암남점,35.07759164,129.0227198,부산광역시,서구,암남동,,171-14,송도해변로,183,Y,,숙박/휴양,149,411,319,300,163,61,모텔
마리나장,35.07750804,129.0214789,부산광역시,서구,암남동,,135,송도해변로,135,,,숙박/휴양,212,401,330,263,239,107,모텔
큐파이브호텔,35.0772323,129.0218905,부산광역시,서구,암남동,,131-2,송도해변로,141,Y,,숙박/휴양,220,367,362,444,253,182,호텔
송도오토캠핑장,35.07277651,129.0175354,부산광역시,서구,암남동,,135-23,송도해변로,36,Y,,문화관광/명소,124,493,438,286,211,48,모텔
옐로게스트하우스,35.07813017,129.0206232,부산광역시,서구,암남동,,191-1,송도해변로,125,,,숙박/휴양,63,360,256,71,48,90,게스트하우스
코자자호텔,35.07771277,129.0225877,부산광역시,서구,암남동,,171-13,송도해변로,185,Y,,숙박/휴양,77,409,210,416,142,43,호텔
AVA모텔,35.07760553,129.0227267,부산광역시,서구,암남동,,171-14,송도해변로,183,Y,,숙박/휴양,218,433,412,350,298,174,모텔
큐파이브호텔,35.07723239,129.0219051,부산광역시,서구,암남동,,131-2,송도해변로,141,Y,,숙박/휴양,119,396,335,472,171,85,호텔
브이모텔,35.07922027,129.0221079,부산광역시,서구,암남동,,171-17,송도해변로,201,Y,,숙박/휴양,214,420,393,328,311,35,모텔
아비숑,35.07821514,129.0223806,부산광역시,서구,암남동,,171-30,송도해변로,191,Y,,숙박/휴양,227,470,401,386,340,168,모텔
송도모텔,35.0780378,129.0197561,부산광역시,서구,암남동,,229-4,송도해변로,117-1,Y,,숙박/휴양,197,471,469,334,232,105,모텔
동명장여관,35.07423828,129.0156856,부산광역시,서구,암남동,,583-3,송도해변로,59,,,숙박/휴양,192,340,227,210,199,159,모텔
에이스모텔,35.07817127,129.0208109,부산광역시,서구,암남동,,190-11,송도해변로,129-3,N,,숙박/휴양,88,476,435,260,114,40,모텔
금화장모텔,35.07862714,129.0211486,부산광역시,서구,암남동,,182-5,송도해변로125번길,21,N,,숙박/휴양,112,479,383,369,168,72,모텔
옐로하우스,35.07810781,129.0205582,부산광역시,서구,암남동,,191-2,송도해변로125번길,4,N,,숙박/휴양,100,498,215,68,49,96,게스트하우스
M모텔,35.07847011,129.0205566,부산광역시,서구,암남동,,195,송도해변로125번길,9,Y,,숙박/휴양,132,436,409,269,187,73,모텔
피닉스모텔,35.0783754,129.0204656,부산광역시,서구,암남동,,192,송도해변로125번길,7,Y,,숙박/휴양,104,496,449,448,179,74,모텔
로얄장,35.0777064,129.0214716,부산광역시,서구,암남동,,136-13,송도해변로173번길,57,N,,숙박/휴양,185,488,444,253,249,147,모텔
호성장여관,35.07776479,129.0217047,부산광역시,서구,암남동,,139-2,송도해변로173번길,58,N,,숙박/휴양,117,482,280,219,131,53,모텔
남산장여관,35.07757076,129.0215964,부산광역시,서구,암남동,,136-4,송도해변로173번길,55,N,,숙박/휴양,153,479,271,264,226,70,모텔
로얄장,35.07772106,129.0214822,부산광역시,서구,암남동,,136-13,송도해변로173번길,57,N,,숙박/휴양,41,481,261,247,155,30,모텔
씨송도게스트하우스,35.070268,129.018595,부산광역시,서구,암남동,,618-16,암남공원로,77,Y,,숙박/휴양,71,483,464,49,30,96,게스트하우스
아리아,35.06512553,129.013803,부산광역시,서구,암남동,,622-46,암남공원로,245,,,숙박/휴양,0,0,0,0,0,0,기타
호호네,35.07421472,129.0154425,부산광역시,서구,암남동,,581-2,암남공원로,,,,숙박/휴양,0,0,0,0,0,0,기타
2월호텔 송도점,35.0653058,129.0136846,부산광역시,서구,암남동,,622-45,암남공원로,247,Y,,숙박/휴양,139,290,230,406,200,73,호텔
파인힐모텔,35.0654605,129.0135993,부산광역시,서구,암남동,,622-9,암남공원로,249,Y,,숙박/휴양,139,469,428,408,229,122,모텔
아리아호텔,35.06512798,129.0137584,부산광역시,서구,암남동,,622-46,암남공원로,245,Y,,숙박/휴양,195,469,384,484,294,96,호텔
송도비치호텔,35.07478579,129.0156895,부산광역시,서구,암남동,,541-6,암남공원로,9,Y,,숙박/휴양,127,462,261,463,257,39,호텔
오션뷰펜션,35.07007609,129.0186699,부산광역시,서구,암남동,,618-19,암남공원로,81,,,숙박/휴양,219,79,172,360,293,30,펜션
SKY모텔,35.06621978,129.012897,부산광역시,서구,암남동,,625,원양로,148,Y,,숙박/휴양,166,448,443,189,174,36,모텔
호텔쿼츠,35.06480252,129.0136764,부산광역시,서구,암남동,,622-57,원양로,132,Y,,숙박/휴양,169,311,241,451,202,35,호텔
맥스모텔,35.06567824,129.0134409,부산광역시,서구,암남동,,697-7,원양로142번길,8,Y,,숙박/휴양,48,374,265,263,148,47,모텔
아이비하우스,35.0720943,129.0157722,부산광역시,서구,암남동,,600-5,장군산로,47-15,N,,숙박/휴양,84,233,253,94,90,55,게스트하우스
모텔뉴송도,35.0809183,129.0211881,부산광역시,서구,암남동,,105-25,천마로,36,,,숙박/휴양,94,434,327,226,161,92,모텔
귀빈장,35.07846692,129.0176733,부산광역시,서구,암남동,,247-3,충무대로,48,Y,,숙박/휴양,180,338,332,308,280,149,모텔
와우모텔,35.07706541,129.0165508,부산광역시,서구,암남동,,334-13,충무대로,,Y,,숙박/휴양,49,418,160,114,83,46,모텔
더메이,35.07710148,129.0167241,부산광역시,서구,암남동,,334-5,충무대로,14-13,Y,,숙박/휴양,90,317,290,284,180,73,모텔
부산게스트하우스 숨 송도점,35.07817314,129.0195326,부산광역시,서구,암남동,,228-9,충무대로,58-16,N,,숙박/휴양,70,284,439,33,75,66,게스트하우스
유엔송도호텔,35.07736694,129.0161449,부산광역시,서구,암남동,,335-5,충무대로,16,Y,,숙박/휴양,158,308,304,456,203,151,호텔
더메이,35.07709886,129.0167165,부산광역시,서구,암남동,,334-5,충무대로,14-13,Y,,숙박/휴양,68,491,358,315,189,53,모텔
호텔베네치아,35.07731257,129.0169236,부산광역시,서구,암남동,,351-3,충무대로34번길,33,,,숙박/휴양,56,256,157,408,106,55,호텔
브라운도트호텔 송도해수욕장점,35.07677393,129.0170325,부산광역시,서구,암남동,,236-3,충무대로34번길,47,Y,,숙박/휴양,205,457,387,462,216,40,호텔
EL호텔,35.07720063,129.0170002,부산광역시,서구,암남동,,351-4,충무대로34번길,13575,Y,,숙박/휴양,212,399,330,431,269,93,호텔
호텔얌,35.07745152,129.0168941,부산광역시,서구,암남동,,351-1,충무대로34번길,29,Y,,숙박/휴양,52,464,401,492,105,40,호텔
부산 송도 휴,35.07699528,129.0170686,부산광역시,서구,암남동,,351-7,충무대로34번길,13547,Y,,숙박/휴양,93,497,297,199,156,37,모텔
봄모텔,35.07723574,129.0166438,부산광역시,서구,암남동,,334-7,충무대로34번길,32,Y,,숙박/휴양,86,465,381,319,316,74,모텔
베네치아모텔,35.07732827,129.0169446,부산광역시,서구,암남동,,351-3,충무대로34번길,33,Y,,숙박/휴양,217,421,335,251,226,119,모텔
다모아모텔,35.07735496,129.017326,부산광역시,서구,암남동,,239-1,충무대로50번길,38,Y,,숙박/휴양,120,456,301,263,125,111,모텔
여행공장,35.0784202,129.0215448,부산광역시,서구,암남동,,166-3,충무대로82번길,,N,,숙박/휴양,71,392,373,226,113,60,모텔
퀸모텔,35.0789453,129.0217246,부산광역시,서구,암남동,,176-7,충무대로82번길,11,N,,숙박/휴양,135,403,306,277,238,101,모텔
수모텔,35.0788955,129.0215402,부산광역시,서구,암남동,,176-8,충무대로82번길,13,Y,,숙박/휴양,72,382,376,166,143,60,모텔
송해장,35.0792101,129.0212943,부산광역시,서구,암남동,,178-3,충무대로82번길,8,N,,숙박/휴양,181,444,377,342,333,140,모텔
퀸모텔,35.07894531,129.0217246,부산광역시,서구,암남동,,176-3,충무대로82번길,11,Y,,숙박/휴양,174,408,373,350,223,57,모텔
동화장여관,35.07816744,129.0212171,부산광역시,서구,암남동,,148,충무대로82번길,,,,숙박/휴양,159,420,407,395,179,44,모텔
천마에코하우스,35.09608838,129.01741,부산광역시,서구,초장동,,38-20,천마산로,342,Y,,숙박/휴양,80,341,250,69,74,38,게스트하우스
더샵호텔,35.09666499,129.0255186,부산광역시,서구,충무동1가,,,구덕로,95,Y,,숙박/휴양,95,327,259,420,158,63,호텔
더샵호텔,35.09669791,129.0255104,부산광역시,서구,충무동1가,,,구덕로,95,Y,,숙박/휴양,91,269,266,299,180,81,호텔
깐느모텔,35.09723716,129.0250093,부산광역시,서구,충무동1가,,,구덕로114번길,30,Y,,숙박/휴양,167,418,413,354,261,157,모텔
씨네모텔,35.09716889,129.0248457,부산광역시,서구,충무동1가,,,구덕로114번길,28,Y,,숙박/휴양,73,392,272,257,87,58,모텔
버튼호텔,35.09731209,129.0246724,부산광역시,서구,충무동1가,,,구덕로114번길,27,Y,,숙박/휴양,132,246,243,333,187,44,호텔
시티모텔,35.09752614,129.0246573,부산광역시,서구,충무동1가,,,구덕로118번길,32,Y,,숙박/휴양,86,444,335,185,116,76,모텔
일신,35.09613966,129.0248773,부산광역시,서구,충무동1가,,,새벽시장길,,,,숙박/휴양,0,0,0,0,0,0,기타
성화,35.09585716,129.0250434,부산광역시,서구,충무동1가,,12-81,새벽시장길,9,,,숙박/휴양,0,0,0,0,0,0,기타
초원,35.09408113,129.0245074,부산광역시,서구,충무동1가,,39-16,새벽시장길,18264,,,숙박/휴양,0,0,0,0,0,0,기타
일신여인숙,35.0961877,129.0249432,부산광역시,서구,충무동1가,,01-14,새벽시장길,4,,,숙박/휴양,125,470,331,267,137,47,모텔
부산여인숙,35.09604596,129.0249717,부산광역시,서구,충무동1가,,14-20,새벽시장길,6,N,,숙박/휴양,221,354,351,300,274,80,모텔
신광여인숙,35.0959158,129.0249337,부산광역시,서구,충무동1가,,06-14,새벽시장길,8,N,,숙박/휴양,191,444,387,344,307,71,모텔
동원여인숙,35.09597953,129.0250637,부산광역시,서구,충무동1가,,12-112,새벽시장길,,N,,숙박/휴양,114,274,174,158,125,44,모텔
성화여인숙,35.09590736,129.0250597,부산광역시,서구,충무동1가,,12-67,새벽시장길,7,N,,숙박/휴양,294,442,373,348,332,151,모텔
초원여인숙,35.09411777,129.024519,부산광역시,서구,충무동1가,,14397,새벽시장길,50,N,,숙박/휴양,110,400,219,136,132,40,모텔
미진여인숙,35.09572326,129.0250014,부산광역시,서구,충무동1가,,12-132,새벽시장길,13,N,,숙박/휴양,64,428,403,400,297,55,모텔
남선여인숙,35.09482584,129.0246748,부산광역시,서구,충무동1가,,11780,새벽시장길,34,N,,숙박/휴양,77,377,354,202,84,51,모텔
재건여인숙,35.09660159,129.0250611,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,300,463,398,380,367,262,모텔
동림여인숙,35.09646741,129.0251989,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,71,489,335,320,207,66,모텔
우정여인숙,35.09654751,129.0250452,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,155,404,376,284,179,142,모텔
M모텔,35.09651042,129.0256072,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,182,444,301,288,224,63,모텔
동림여인숙,35.09645572,129.025196,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,322,495,493,468,408,263,모텔
우정여인숙,35.09654757,129.0250452,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,275,470,462,348,337,56,모텔
재건여인숙,35.09658588,129.0250558,부산광역시,서구,충무동1가,,,자갈치로,,N,,숙박/휴양,121,465,412,294,218,114,모텔
대흥장,35.0961269,129.0251244,부산광역시,서구,충무동1가,,12-121,자갈치로,6,N,,숙박/휴양,152,453,449,375,320,53,모텔
칠성여인숙,35.09479932,129.0244536,부산광역시,서구,충무동1가,,32-15,충무대로,270-2,N,,숙박/휴양,92,430,331,147,140,53,모텔
보은,35.09579664,129.0246152,부산광역시,서구,충무동1가,,14-112,충무대로,282-1,,,숙박/휴양,0,0,0,0,0,0,기타
동국여인숙,35.0950443,129.0238212,부산광역시,서구,충무동1가,,31-31,충무대로275번길,,N,,숙박/휴양,261,400,325,306,298,106,모텔
해성장여관,35.0949571,129.0247038,부산광역시,서구,충무동1가,,32-19,충무대로276번길,10,N,,숙박/휴양,124,485,442,356,194,96,모텔
해성장여관,35.0949571,129.0247038,부산광역시,서구,충무동1가,,32-50,충무대로276번길,10,N,,숙박/휴양,178,332,303,229,226,92,모텔
바다모텔,35.09491019,129.0248929,부산광역시,서구,충무동1가,,12754,충무대로276번길,12,N,,숙박/휴양,124,488,426,239,135,120,모텔
자갈치9월모텔,35.09516407,129.0251738,부산광역시,서구,충무동1가,,,충무대로276번길,15,N,,숙박/휴양,218,482,350,325,235,74,모텔
수정장여인숙,35.09575061,129.0246262,부산광역시,서구,충무동1가,,14-39,충무대로282번길,3,N,,숙박/휴양,241,480,397,296,263,239,모텔
삼성장여관,35.09593766,129.0234746,부산광역시,서구,충무동1가,,,충무시장길,12,N,,숙박/휴양,135,319,300,298,230,43,모텔
동성여인숙,35.09572401,129.023479,부산광역시,서구,충무동1가,,28-14,충무시장길,,N,,숙박/휴양,185,460,414,264,258,58,모텔
원모텔,35.09601596,129.0234997,부산광역시,서구,충무동1가,,17-33,충무시장길,10,N,,숙박/휴양,169,491,456,374,177,133,모텔
금강모텔,35.09540861,129.0233582,부산광역시,서구,충무동1가,,,충무시장길,24,Y,,숙박/휴양,173,483,371,360,281,156,모텔
온모텔,35.09600906,129.0229297,부산광역시,서구,충무동2가,,,구덕로,119-9,N,,숙박/휴양,63,436,429,428,244,32,모텔
우리모텔,35.09498969,129.0227144,부산광역시,서구,충무동2가,,4-35,구덕로119번길,34,N,,숙박/휴양,97,477,431,375,283,78,모텔
하동,35.09592431,129.0228436,부산광역시,서구,충무동2가,,,구덕로119번길,,,,숙박/휴양,0,0,0,0,0,0,기타
신한,35.09593854,129.0230957,부산광역시,서구,충무동2가,,,구덕로119번길,11,,,숙박/휴양,0,0,0,0,0,0,기타
동성여인숙,35.08610192,129.024269,부산광역시,서구,충무동2가,,28,남부민로10번길,14001,N,,숙박/휴양,46,256,215,164,110,44,모텔
은솔장,35.09514163,129.0230789,부산광역시,서구,충무동2가,,,충무대로275번길,17,,,숙박/휴양,53,402,400,311,235,40,모텔
천수장,35.09514779,129.0230852,부산광역시,서구,충무동2가,,4,충무대로275번길,17,N,,숙박/휴양,178,463,445,333,212,163,모텔
천수장,35.09514777,129.0230852,부산광역시,서구,충무동2가,,,충무대로275번길,17,N,,숙박/휴양,266,487,482,435,414,74,모텔
브라운도트 호텔 남포충무점,35.09345008,129.0228798,부산광역시,서구,충무동3가,,1-166,구덕로119번길,71,Y,,숙박/휴양,127,444,301,476,163,120,호텔
녹원장,35.09401567,129.0212346,부산광역시,서구,충무동3가,,42,천마로201번길,30,N,,숙박/휴양,207,390,279,227,221,169,모텔
부산장모텔,35.09349096,129.0232854,부산광역시,서구,충무동3가,,,충무대로255번길,10,N,,숙박/휴양,214,473,394,311,292,145,모텔
